Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27210.0679,28097.09707,30304.2895,32401.35463,34457.99588,36371.63853,36924.01709,35938.55667,38089.98661,39656.31281,39887.81273,40959.97105,41796.84057,42432.16197,43087.54139,44380.80232,45280.4865,44195.26234,41451.28672,44525.59296
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9825.943199,10255.61011,10792.73743,11278.61603,11741.94768,11792.77129,11932.0384,11162.05597,11307.7162,11551.49893,11466.14191,11705.00925,12233.29937,12717.0386,13035.35286,13628.40449,14377.42416,15083.59917,14430.47683,15533.6089
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43143.46058,43763.77561,46766.01687,48850.76586,50731.69069,53646.36902,53821.47082,49527.39883,48193.7014,48933.54566,49191.57442,50946.81626,51233.24405,52951.68151,55513.6423,56501.45768,57697.80442,57461.80196,52442.36177,53825.26159
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,793.100957,840.8180391,892.3820981,947.7634295,1008.667131,1070.131532,1087.583029,1156.880659,1238.014719,1285.283027,1337.476103,1404.545338,1490.028499,1590.174322,1701.184227,1795.911839,1891.138424,1944.314837,1813.534542,1961.960877
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1943.644928,2009.489784,2083.882509,2174.915222,2264.935733,2377.254993,2487.611297,2569.874213,2695.86817,2826.480441,2959.514478,3086.323117,3203.484287,3322.581679,3453.04943,3591.780029,3741.305267,3892.421662,3780.121635,3892.962372
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4231.478908,4554.593873,4675.940805,4748.030254,4908.959952,5232.703549,5174.354771,5155.857249,5378.717711,5450.938213,5180.086027,5027.484717,5178.900707,4990.936795,5332.101032,5401.455937,5211.111641,5017.117215,5141.084776,5344.958025
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3626.353392,2227.969152,3320.378909,3277.111909,3437.36336,3532.080546,3749.765772,3739.455444,3854.688355,4003.052598,4360.745623,4479.470418,4333.823989,4416.942923,4903.823256,4702.400483,4710.976147,4854.386495,4170.392047,4141.388177
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,45433.57889,46046.65348,48281.50838,49952.50294,51049.05497,52227.89555,48879.22787,45919.68274,46438.76969,46622.23949,46422.52574,46698.55665,50368.13774,62053.98444,62588.66828,67486.2718,72339.42185,75239.30289,79074.54014,88966.67216
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,50774.9957,53299.43251,55545.05169,58275.57724,62126.78166,66068.1937,68547.37316,69212.00302,70785.76836,71754.66439,77006.49372,80380.8989,84774.41828,84753.45673,90801.10413,93232.58417,95074.37475,95137.2757,86614.11562,..
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,28128.84607,28010.60746,28836.51318,29503.90146,30605.156,31880.34505,32337.19771,31852.2672,33048.55459,34247.62328,34491.16011,35348.30685,36035.25775,36206.52222,37109.02182,37953.04046,38744.16044,39591.36876,38176.75434,40802.14162
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,32998.20319,32897.39078,33150.47622,33257.7698,33751.70002,34081.09033,33530.36014,31615.27081,32058.17399,32229.45679,31184.55843,30257.62743,29979.91872,30242.38614,30685.6459,31244.2271,31593.48026,32114.29986,29373.44509,31600.70948
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5035.635843,5195.086658,5238.174501,5259.644859,5386.378458,5440.12556,5375.762335,5121.33915,5025.494175,5089.605885,5033.359277,5035.129286,5049.081078,5077.551636,5132.227495,5172.916733,5264.197143,5307.511041,4770.770288,4977.415271
Japan,JPN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31416.12418,31830.21758,32515.1158,33098.54747,33531.51856,33990.03603,33557.6454,31651.08377,32942.20208,33011.13423,33518.44494,34239.88625,34386.90586,34960.63938,35242.19938,35861.97285,36138.52908,36043.7844,34603.26506,35507.57859
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3879.883749,3951.041046,4183.851054,4408.270261,4453.653829,4521.653171,4731.612829,4861.126992,4865.469773,4872.99656,4920.865179,4732.387221,4348.236659,4064.25301,3949.610785,3947.97167,3929.687185,3909.250043,3765.479071,3773.378811
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5550.504797,6046.327108,6580.884059,7155.342587,7837.627967,8438.103377,8554.822287,8487.543554,8979.330934,9506.732624,9823.69242,10264.29652,10539.0431,10510.77031,10476.346,10758.51927,11053.3604,11402.7584,10974.24463,11298.35592
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1166.065282,1165.166099,1188.570707,1221.859285,1262.814662,1309.895635,1274.404675,1278.140898,1342.768698,1374.544241,1401.49082,1420.078688,1457.543061,1496.653568,1525.743546,1550.203452,1604.802927,1653.82898,1616.502399,1705.740384
Kiribati,KIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1452.06285,1451.321343,1399.157405,1439.418001,1411.122517,1412.805331,1357.073355,1341.769339,1302.179955,1302.505811,1347.971023,1383.089411,1348.011907,1459.143695,1430.036798,1410.687976,1459.793674,1405.469188,1357.888827,1437.287382
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18936.95165,19431.97111,20361.06925,21193.35751,22192.18512,23360.90574,23882.7305,23948.47224,25451.00416,26186.89754,26675.44017,27394.65031,28094.9177,28732.23108,29461.78401,30307.39524,31053.63793,31640.21463,31372.47126,32730.65063
Kosovo,XKX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,2621.433971,2731.394003,2843.391306,2997.231248,3021.379214,3163.472734,3279.052988,3520.780421,3739.196349,3890.211606,4009.122332,4219.097435,3990.986112,4429.975723
Kuwait,KWT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30891.29477,35309.76929,37986.11237,40476.29068,41160.98821,41132.17836,39859.86766,35123.23266,32568.74815,33427.86191,33009.0232,31082.35108,30282.47101,29315.19607,29134.31663,27244.46857,26664.6311,25777.56662,23929.48088,24871.81022
Kyrgyz Republic,KGZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,742.4435931,786.3517191,831.4842179,820.7158748,837.1336917,900.0253984,966.4152364,982.3770471,966.150606,1011.315399,993.7372957,1080.548092,1101.705191,1121.082691,1146.103074,1177.438585,1197.61057,1226.824306,1102.664221,1151.096625
Lao PDR,LAO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,995.3416807,1040.333318,1091.300858,1151.930252,1231.519041,1304.292404,1384.689441,1466.089087,1567.577628,1669.066415,1777.410213,1893.326627,2009.825534,2125.459057,2240.416347,2358.372664,2467.955762,2564.019654,2539.124525,2566.277422
Latvia,LVA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7847.645368,8591.267913,9405.061722,10526.45225,11895.27506,13185.06932,12891.44234,11237.10893,10962.23153,11450.9768,12410.36526,12795.87829,13162.65456,13786.4568,14242.57267,14845.33489,15558.69178,16069.84043,15826.41266,16609.07515
Lebanon,LBN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6230.746034,6348.806485,6669.253069,6747.71186,6740.741878,7230.858589,7760.765847,8445.10247,9037.085809,9026.471723,9019.698229,8539.566078,7921.080236,7802.751368,8101.709668,8374.740359,8435.637354,8081.743344,6485.72604,6107.454709
Lesotho,LSO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,759.001501,795.403736,811.9799992,843.5060894,879.4736207,913.2169407,958.0665623,939.3728691,982.205121,1019.997886,1075.617592,1084.750998,1092.088473,1113.868632,1140.381824,1090.984516,1061.432424,1040.218665,969.3959526,972.6922037
Liberia,LBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,771.2349664,534.4539527,541.9086736,545.3980631,557.0246263,580.352736,596.9842925,609.1205965,627.8053786,653.1018707,680.7900122,723.9591843,714.18249,699.6629469,675.0596106,678.5791441,673.411392,644.1620652,612.3842476,629.8205547
Libya,LBY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10364.26678,11423.09531,11628.69997,12673.91855,13191.87014,13729.16168,13418.19444,12561.90178,12925.57368,6734.225696,13263.48984,10666.71642,8057.300359,7867.515731,7639.232673,9968.916092,10595.24683,9278.27171,6431.462911,8347.142631
Liechtenstein,LIE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,167809.2127,..,..,..,..,..,..
Lithuania,LTU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7424.394824,8275.803448,8919.081749,9766.487647,10659.40021,11984.92329,12425.3981,10699.78946,11106.95021,12046.72139,12678.69269,13262.33446,13850.00013,14263.96458,14810.25178,15661.99625,16443.58529,17249.71844,17241.29523,18233.62744
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,96269.57939,97597.99692,100292.5685,101222.0457,105614.1799,112417.8785,110094.7923,104574.3499,106544.0572,105290.249,104487.7442,105338.9561,105583.937,105462.0126,108351.4522,107142.1276,106376.7836,106729.0249,104128.2421,107792.189
"Macao SAR, China",MAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34083.7235,36992.64274,45563.8682,47924.13207,52907.30972,58983.61058,59403.91705,58611.74686,71458.00704,84818.74039,90787.61826,98752.30524,95001.48097,73220.63173,71394.83067,77056.60664,80477.67724,76959.2441,34561.9558,40601.21731
Madagascar,MDG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,414.6873364,442.1032296,451.9212263,459.7749825,470.6185887,483.1452713,500.7824726,467.115644,456.729207,451.1275046,452.2050084,450.4120852,453.3834142,455.6380345,461.7360481,467.6550676,470.4238982,478.9269613,433.8382399,447.7846759
Malawi,MWI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,388.4459243,400.3009491,411.0040793,412.9820431,420.4386037,447.9227699,468.4673738,492.9480117,511.8182896,521.8997965,516.9632079,529.8504095,544.2637935,544.2768724,542.9257367,549.6263013,558.5604523,573.4001137,562.7830384,563.3619559
Malaysia,MYS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6506.107494,6716.632487,7004.126514,7209.605549,7444.014798,7742.565609,7948.934872,7675.225795,8101.394128,8393.949518,8711.281884,8976.531219,9369.087134,9699.584909,9984.14767,10416.02499,10777.74924,11114.54271,10374.19005,10575.87687
Maldives,MDV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6876.443583,7691.901693,8023.495653,6859.230148,8447.145278,8798.60457,9296.989646,8324.591977,8619.748373,9036.651162,8951.006145,9286.68454,9584.443372,9434.31191,9619.954605,9916.451756,10342.88912,10753.12132,7013.55575,9807.557189
Mali,MLI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,622.7967229,658.1427188,646.9280497,666.7944219,675.1889495,676.0800318,685.4606706,695.3944865,708.930474,708.4186725,682.2878442,677.861141,703.2310345,723.504205,741.7976347,756.4280732,767.5715955,779.326625,745.8859848,744.7604273
Malta,MLT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17164.61154,17746.88391,17652.69881,18133.98063,18521.62853,19338.53875,19948.13542,19573.97468,20557.84654,20566.34768,21221.71763,22071.11919,23286.19279,24921.6779,25181.35892,27177.90823,27856.76443,28660.02766,25618.88913,28466.44446
Marshall Islands,MHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3072.493394,3023.01213,3066.405805,3126.401899,3140.187795,3256.917354,3020.287647,3144.261377,3325.715142,3343.350135,3348.68111,3529.437997,3554.491362,3703.649059,3862.829771,4091.243351,4373.876362,4984.647201,5041.056826,5262.475624
Mauritania,MRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1215.251282,1271.675131,1303.271705,1384.014309,1601.14285,1533.633829,1490.817682,1452.178766,1448.023337,1463.594937,1481.978018,1499.431839,1522.759134,1562.726853,1541.162893,1595.233292,1628.038872,1670.028839,1612.154358,1609.931715
Mauritius,MUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5867.77363,6170.648767,6397.593462,6472.873886,6756.22956,7110.694939,7466.694658,7693.764344,8011.455172,8324.783283,8591.967159,8859.212183,9181.615754,9507.871337,9868.327166,10247.69606,10652.48369,10956.94502,9357.301801,9672.947105
Mexico,MEX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8646.180868,8641.739759,8849.529249,8925.255441,9200.421932,9288.182014,9276.074347,8677.776544,9001.705095,9199.16538,9401.997684,9404.61606,9553.286174,9753.400562,9897.170878,9997.707942,10120.38483,10013.72425,9147.072744,9525.429719
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2851.772051,2901.44992,2821.341879,2891.873288,2906.269003,2872.934132,2825.095854,2878.111386,2950.798726,3036.448494,2970.265188,2851.035434,2774.694714,2891.322103,2905.061452,2969.339334,2962.238581,2984.930124,2913.218373,2794.786416
Moldova,MDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1547.777775,1654.583904,1781.425746,1919.697985,2017.442634,2082.786529,2249.521754,2117.222031,2269.809685,2403.260539,2389.400916,2606.193066,2738.161974,2749.913038,2911.337767,3085.738894,3268.425967,3439.12964,3189.336377,3661.303466
Monaco,MCO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,124670.2871,126299.1087,129740.4877,132590.3523,140855.529,162131.6256,163012.9989,142187.1924,141773.2934,148269.7638,146511.88,157254.6525,165362.4319,170338.6004,174739.5778,168744.915,178868.2465,191194.4724,166910.6306,204190.9734
Mongolia,MNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1649.938825,1750.190458,1919.757153,2041.868494,2197.694783,2400.225093,2585.824779,2521.594529,2646.561677,3057.317255,3374.438384,3697.601341,3909.91332,3919.351214,3892.652205,4023.785624,4242.300222,4385.111677,4106.602684,4107.183722
Montenegro,MNE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4529.121178,4623.073893,4819.145596,5013.193546,5435.883668,5798.06225,6205.818332,5833.656804,5982.196475,6168.845489,5995.771635,6202.503789,6307.015599,6517.189614,6707.847259,7023.430513,7381.804173,7684.180362,6515.533745,7390.304646
Morocco,MAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2120.131104,2222.937012,2295.015381,2336.503418,2484.974365,2536.777344,2646.064697,2709.40918,2766.921875,2879.944092,2927.290527,3006.31665,3047.130859,3139.228271,3116.562988,3234.751465,3296.194092,3355.613037,3081.367432,3290.604004
Mozambique,MOZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,341.9661222,356.1199264,374.4055399,389.0802701,415.9960507,436.6840793,456.5177112,472.5746585,489.4069865,510.5147339,531.309361,551.1106089,573.9959503,594.2269178,597.9449806,601.3620564,604.0075606,600.4033659,576.2235088,573.1130528
Myanmar,MMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,391.4158262,438.0612063,493.6975809,556.1421415,625.3799862,698.3655496,771.1861048,846.4911265,924.6497575,986.1270977,1041.225891,1113.927424,1195.257283,1224.562368,1342.586537,1409.033751,1488.530549,1577.802744,1616.208531,1317.45304
Namibia,NAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3148.352816,3235.746779,3587.838772,3634.620373,3845.288424,4001.70904,4053.220051,4007.485318,4186.042201,4330.944086,4476.414411,4648.317211,4846.889574,4965.672829,4880.445101,4746.183391,4714.452579,4596.619636,4152.1807,4228.784997
Nauru,NRU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,4187.744365,3865.652423,3544.906293,3306.259194,5468.10985,5141.729002,5054.846089,5529.367234,7150.49779,7300.760729,8222.597106,7587.251485,8013.681953,7337.103402,7757.557411,8254.106601,8476.004196,8614.541443
Nepal,NPL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,556.3682314,570.4195742,589.7576154,603.7488472,618.5592922,635.0000825,669.5565417,696.1427672,726.0552789,748.0124942,781.1038725,807.1369406,853.1480502,882.3076635,878.1503885,946.0425579,1006.606909,1061.486278,1018.107913,1042.973974
Netherlands,NLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,40914.3255,40785.12222,41450.40427,42201.77541,43592.30274,45138.67844,45939.1482,44027.60256,44390.50441,44869.31294,44242.97353,44055.30426,44521.89454,45193.40322,45938.78504,46997.34545,47826.81912,48443.73205,46303.21886,48301.52896
New Caledonia,NCL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,32428.57211,..,..,..,..,..,..
New Zealand,NZL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,32612.47121,33487.09225,34342.1537,35095.36316,35640.38446,36391.89654,35647.4676,35253.31348,35374.92542,35886.13726,36501.18386,37223.30664,38005.28193,38630.72659,39208.76763,39751.61362,40422.34579,40757.36815,39607.87893,41481.98674
Nicaragua,NIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1444.864804,1463.460672,1523.129448,1568.422404,1611.367068,1669.727352,1702.724754,1622.990445,1669.946767,1749.506512,1835.949837,1898.457516,1960.702661,2025.327261,2087.68769,2153.603804,2052.135902,1965.277906,1904.284366,2072.287533
Niger,NER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,408.5713581,403.0641994,390.4248235,404.2805689,413.0559602,410.8033081,426.6056804,419.1732488,438.4638828,432.2975623,460.0322366,466.333676,478.8551539,481.1113011,489.4338123,494.616648,510.573131,520.9194002,519.6787953,507.7111317
Nigeria,NGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1693.746069,1769.882595,1882.182366,1950.122762,2013.274418,2088.604852,2170.059255,2281.386807,2397.32403,2455.74699,2490.213614,2585.647719,2677.494122,2679.554765,2570.960278,2527.00012,2512.080983,2505.462745,2401.1839,2429.585781
North Macedonia,MKD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3240.110645,3301.313619,3445.808437,3600.953905,3779.676727,4017.793909,4230.73499,4207.806792,4339.966334,4433.889462,4408.298421,4530.684146,4687.298498,4861.55616,4994.561201,5043.694519,5184.696805,5386.20275,5067.215887,5365.476099
Northern Mariana Islands,MNP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20827.8058,21610.36548,21739.04614,19767.4536,19235.40583,18806.62293,17565.58118,15233.94347,16294.51092,15541.55416,15715.74335,16204.5456,16974.27842,17665.10075,22995.52741,28549.32658,23242.92544,20796.03042,14703.51161,..
Norway,NOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,69472.98367,69719.31227,72091.0133,73524.25492,74729.76321,76115.70667,75535.21179,73141.30734,72804.39562,72660.67541,73661.67859,73515.91449,74180.32387,74809.9658,75017.49447,76247.41166,76373.64746,76712.28713,75287.20595,77805.00755
Oman,OMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20109.05456,19347.52352,19301.80671,19418.01505,20097.9004,20629.84337,21939.84744,22879.50516,21782.79938,20142.15705,19888.75386,19387.08277,18694.31095,18777.43306,18799.80845,18260.00507,18256.65315,18044.27045,17662.24284,18300.762
Pakistan,PAK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,952.448067,985.6535674,1036.608829,1080.604737,1120.585337,1149.851278,1144.210243,1150.671991,1143.117865,1150.002717,1169.123042,1201.908252,1240.489438,1282.443026,1337.123241,1377.969538,1440.425252,1452.851429,1409.697461,1473.864753
Palau,PLW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12480.63398,12055.73105,12624.01571,13174.20538,13262.54609,13707.36651,13093.30852,12409.70228,12628.36589,13693.98947,14151.12863,13780.05461,14654.76039,15761.36338,15728.77601,15069.46636,15062.95676,15078.70895,13662.75409,11806.89161
Panama,PAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6943.426055,7097.577556,7486.276744,7872.785493,8394.7458,9228.072583,9952.916832,9895.254792,10286.20312,11248.00342,12130.22864,12741.38045,13155.45367,13669.55944,14099.93632,14634.8425,14922.13,15166.88091,12307.25921,14069.87941
Papua New Guinea,PNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1864.302423,1842.613214,1831.94381,1886.527776,1926.513509,2013.196285,1946.228756,2016.184883,2154.694714,2116.224714,2154.100198,2177.070914,2408.108596,2502.073746,2575.067822,2603.015347,2536.083493,2590.494236,2455.145638,2408.24912
Paraguay,PRY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3897.774907,4015.492411,4129.762449,4171.236508,4326.099794,4515.390156,4761.869723,4701.606997,5163.465347,5315.382875,5207.016511,5561.536931,5774.571488,5861.389724,6025.084258,6226.67249,6338.500516,6229.21196,6095.378718,6259.725741
Peru,PER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3392.994493,3497.357649,3635.157463,3828.852439,4083.204901,4397.050814,4764.07014,4782.549445,5142.013976,5421.333837,5701.603888,5977.182234,6056.033297,6180.118799,6337.580012,6400.037747,6530.422502,6550.447518,5754.310172,6446.89325
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1877.561655,1933.647982,2020.129703,2079.331832,2149.00627,2246.68989,2300.856108,2291.622762,2415.783578,2464.684351,2589.134401,2717.67978,2843.843607,2974.29692,3130.910645,3289.472272,3439.100528,3589.613641,3195.538887,3328.042359
Poland,POL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7593.559655,7864.518264,8261.227441,8554.693897,9084.949214,9731.769454,10139.11914,10419.21487,10755.65644,11291.90359,11466.41593,11571.61485,12024.60951,12560.05142,12936.57326,13599.81802,14408.38439,15053.23936,14774.9892,15850.29254
Portugal,PRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19067.65543,18819.44374,19110.32084,19224.03465,19501.23301,19950.8441,19985.69833,19343.28005,19670.36107,19365.18165,18654.95753,18584.55405,18833.05183,19250.10654,19700.91,20441.4858,21057.61748,21617.41162,19802.22902,20835.10893
Puerto Rico,PRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27940.42599,27937.85996,30375.83674,29815.26271,29519.78451,29347.89156,28976.17602,28565.81227,28592.12197,28821.0228,29180.41213,29426.1576,29554.62442,29763.4883,29961.75282,29809.2177,29687.20648,30181.27248,28138.67747,28423.81262
Qatar,QAT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,52606.17816,51987.09929,59634.73377,58757.99267,61985.69923,60261.43175,60478.90352,60730.12478,68253.06589,73493.26895,72870.3738,72012.54955,69723.72737,66984.9102,64233.26221,60551.02004,60080.69655,59672.64155,58476.19943,61000.97739
Romania,ROU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5246.170873,5407.855963,6005.916876,6325.221814,6873.661295,7480.581408,8314.233027,7921.220679,7657.543016,8042.904089,8234.305287,8287.250347,8661.122756,8976.955236,9286.596924,10106.01845,10778.44925,11252.88655,10898.92233,11617.99063
Russian Federation,RUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5910.171875,6370.453613,6856.678223,7323.385254,7949.896973,8640.40625,9093.700195,8381.868164,8755.120117,9124.474609,9475.69043,9621.517578,9520.948242,9313.021484,9313.975586,9473.1875,9739.908203,9958.469727,9714.383789,10301.66504
Rwanda,RWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,401.6081453,401.0787412,419.9768404,447.4305343,475.8639353,498.5752875,539.5580535,558.3315416,583.8611618,614.3616031,651.2338063,665.9365306,690.3948658,733.8228504,758.8701429,769.432795,815.050688,871.1098908,821.7850596,889.8120428
Samoa,WSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3253.267022,3408.056324,3501.447222,3722.96861,3787.228319,3783.676242,3891.484728,3842.575918,4046.585231,4166.407173,3975.018022,3943.159939,3933.416128,4048.467057,4329.727611,4346.50453,4277.341956,4421.294484,4223.588113,3855.568987
San Marino,SMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,56630.71594,57524.16306,59123.7886,59705.92264,61059.47689,64511.07422,63502.12675,56289.85687,52284.54438,46628.6847,42510.57548,41983.42947,41558.69882,42281.81125,42935.41733,42765.69981,43277.50141,44143.04564,41415.66696,45269.47405
Sao Tome and Principe,STP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1078.298909,1137.929239,1148.788876,1194.604469,1268.776454,1283.080615,1330.422842,1331.153513,1388.705458,1419.345276,1434.033596,1473.344656,1540.119571,1571.49854,1608.885678,1643.472642,1665.395716,1676.396313,1695.171292,1692.43531
Saudi Arabia,SAU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15561.48161,16916.52868,17868.44728,18295.45485,18075.67362,17700.23235,18095.46767,17071.73142,17366.19043,18802.93781,19392.13983,19526.15222,19905.99484,20442.36606,20508.11765,20028.21365,20096.55249,19806.11547,18856.91381,19621.89194
Senegal,SEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1071.458451,1103.902887,1126.635512,1145.707636,1142.294956,1144.067823,1155.550931,1155.992059,1163.227588,1147.092961,1160.917539,1157.11513,1196.164308,1238.1264,1281.546121,1339.568001,1384.642075,1409.970821,1391.046955,1443.325919
Serbia,SRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3640.275027,3808.094103,4161.595203,4404.959875,4648.19702,4967.619716,5270.958323,5147.568973,5206.086761,5354.200429,5343.578825,5524.967865,5462.734775,5588.979444,5805.898062,5959.521304,6261.5257,6567.908055,6552.084391,7113.575245
Seychelles,SYC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11390.93864,10842.33072,10572.35579,11471.20661,12291.78161,13314.66118,12665.28834,12302.88071,12503.09412,14056.80207,14352.57521,14266.58415,14617.2015,14894.48578,15446.81343,15683.6908,16110.98524,16747.34328,15168.77958,15859.67869
Sierra Leone,SLE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,423.3409816,445.2303594,458.446874,465.7784047,475.1571473,501.8810167,515.9835752,518.1679044,537.3789764,554.5386429,622.2567682,734.3541688,748.9284173,581.2934118,603.408938,611.0839948,617.5295194,634.9856157,608.3381202,619.2692233
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34598.82675,36709.7965,39856.63562,41798.48808,44159.41018,46178.81395,44601.57993,43331.87466,48752.05154,50713.53264,51679.35272,53298.97286,54681.93365,55645.60686,56906.63258,59440.19971,61276.94659,61386.23615,59175.81104,67175.864
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,32365.11595,33579.29623,35776.31423,35011.96658,33563.60007,33118.75559,32274.89055,31507.86893,29237.84609,27093.79714,28972.91164,23790.98553,25208.37766
